Date,Raid,Boss,Loot,Player,Loot Category,How Decided,Loot Number
7/5/2020,MC,Majordomo,The Eye of Divinity,,,DE,1117
7/5/2020,MC,Ragnaros,Stormrage Legguards,,T2,DE,1118
7/5/2020,MC,Ragnaros,Leggings of Transcendence,,T2,DE,1119
7/5/2020,MC,Ragnaros,Essence of the Pure Flame,Ppe,,Loot Council,1120
7/5/2020,MC,Ragnaros,Band of Accuria,Ferv,Big Loot,Loot Council,1121
7/5/2020,MC,Trash,Giantstalker's Belt,,,Guild Bank,1122
7/5/2020,MC,Trash,Giantstalker's Belt,,,Guild Bank,1123
7/5/2020,MC,Trash,Felheart Bracers,,,Guild Bank,1124
7/11/2020,BWL,Razorgore,Dragonstalker's Bracers,Nuz,T2,Loot Council,1125
7/11/2020,BWL,Razorgore,Stormrage Bracers,Drukong,T2,Loot Council,1126
7/11/2020,BWL,Razorgore,The Black Book,,,DE,1127
7/11/2020,BWL,Vaelastraz,Nemesis Belt,Theymademedo,T2,Loot Council,1128
7/11/2020,BWL,Vaelastraz,Belt of Ten Storms,Mapel,T2,Loot Council,1129
7/11/2020,BWL,Vaelastraz,Pendant of the Fallen Dragon,Parnok,,Roll,1130
7/11/2020,BWL,Broodlord,Stormrage Boots,Drukong,T2,Loot Council,1131
7/11/2020,BWL,Broodlord,Boots of Transcendence,Scartissue,T2,Loot Council,1132
7/11/2020,BWL,Broodlord,Venomous Totem,Dylanger,,Roll,1133
7/11/2020,BWL,Firemaw,Black Ash Robe,Carstiendook,,Roll,1134
7/11/2020,BWL,Firemaw,Dragonstalker's Gauntlets,Orgeth,T2,Loot Council,1135
7/11/2020,BWL,Ebonroc,Handguards of Transcendence,Scartissue,T2,Loot Council,1136
7/11/2020,BWL,Ebonroc,Drake Fang Talisman,Ppe,Big Loot,Loot Council,1137
7/11/2020,BWL,Flamegor,Circle of Applied Force,Bigswar,,Loot Council,1138
7/11/2020,BWL,Flamegor,Rejuvenating Gem,Suthernheals,Big Loot,Loot Council,1139
7/11/2020,BWL,Chromaggus,Stormrage Pauldrons,,T2,DE,1140
7/11/2020,BWL,Chromaggus,Pauldrons of Transcendence,,T2,DE,1141
7/11/2020,BWL,Chromaggus,Elementium Threaded Cloak,Drukong,,Roll,1142
7/11/2020,BWL,Chromaggus,Angelista's Grasp,Cowburner,,Roll,1143
7/11/2020,BWL,Nefarian,Nemesis Robes,,T2,DE,1144
7/11/2020,BWL,Nefarian,Breastplate of Ten Storms,Mnite,T2,Loot Council,1145
7/11/2020,BWL,Nefarian,Mish'undare,Blaw,Big Loot,Loot Council,1146
7/11/2020,BWL,Nefarian,Neltharion's Tear,Wasian,Big Loot,Loot Council,1147
7/11/2020,BWL,Nefarian,Head of Nefarian,Nuz,,Loot Council,1148
7/11/2020,MC,Lucifron,Earthfury Boots,,T1,DE,1149
7/11/2020,MC,Lucifron,Gauntlets of Might,Mandalorien,T1,Roll,1150
7/11/2020,MC,Magmadar,Legplates of Might,Mikassa,T1,Roll,1151
7/11/2020,MC,Magmadar,Felheart Pants,Bankky,T1,Loot Council,1152
7/11/2020,MC,Magmadar,Fire Runed Grimoire,Blaw,,Roll,1153
7/11/2020,MC,Gehennas,Earthfury Gauntlets,,T1,DE,1154
7/11/2020,MC,Gehennas,Giantstalker's Boots,,T1,DE,1155
7/11/2020,MC,Garr,Nightslayer Cover,,T1,DE,1156
7/11/2020,MC,Garr,Cenarion Helm,,T1,DE,1157
7/11/2020,MC,Garr,Aurastone Hammer,Kreation,,Roll,1158
7/11/2020,MC,Baron Geddon,Cenarion Spaulders,,T1,DE,1159
7/11/2020,MC,Baron Geddon,Seal of the Archmagus,Nuz,,Roll,1160
7/11/2020,MC,Shazzrah,Boots of Prophecy,,T1,DE,1161
7/11/2020,MC,Shazzrah,Cenarion Gloves,,T1,DE,1162
7/11/2020,MC,Sulfuron,Pauldrons of Might,Bigswar,T1,Roll,1163
7/11/2020,MC,Sulfuron,Giantstalker's Epaulets,Nuz,T1,Loot Council,1164
7/11/2020,MC,Golemagg,Breastplate of Might,Orlin,T1,Roll,1165
7/11/2020,MC,Golemagg,Arcanist Robes,,T1,DE,1166
7/11/2020,MC,Golemagg,Staff of Dominance,Parnot,,Roll,1167
7/11/2020,MC,Majordomo,Sash of Whispered Secrets,Dtmhhc,,Roll,1168
7/11/2020,MC,Majordomo,Finkle's Lava Dredger,Sambro,,Roll,1169
7/11/2020,MC,Majordomo,Ancient Petrified Leaf,,,DE,1170
7/11/2020,MC,Ragnaros,Dragonstalker's Legguards,Orgeth,T2,Loot Council,1171
7/11/2020,MC,Ragnaros,Legplates of Ten Storms,Xestius,T2,Loot Council,1172
7/11/2020,MC,Ragnaros,Onslaught Girdle,Sambro,Big Loot,Loot Council,1173
7/11/2020,MC,Ragnaros,Perdition's Blade,Ppe,Big Loot,Loot Council,1174
7/11/2020,MC,Ragnaros,Bonereaver's Edge,Orlin,,Roll,1175
7/11/2020,MC,Trash,Nightslayer Belt,,,Guild Bank,1176
7/18/2020,BWL,Razorgore,Bracelets of Wrath,Orlin,T2,Roll,1177
7/18/2020,BWL,Razorgore,Bindings of Transcendence,Vodkas,T2,Loot Council,1178
7/18/2020,BWL,Razorgore,Gloves of Rapid Evolution,,,DE,1179
7/18/2020,BWL,Vaelastraz,Dragonstalker's Belt,Nuz,T2,Loot Council,1180
7/18/2020,BWL,Vaelastraz,Dragonstalker's Belt,Kaypossible,T2,Loot Council,1181
7/18/2020,BWL,Vaelastraz,Mind Quickening Gem,Blaw,Big Loot,Loot Council,1182
7/18/2020,BWL,Broodlord,Bloodfang Boots,Hatebreeder,T2,Loot Council,1183
7/18/2020,BWL,Broodlord,Sabatons of Wrath,Mikassa,T2,Roll,1184
7/18/2020,BWL,Broodlord,Black Brood Pauldrons,,,DE,1185
7/18/2020,BWL,Firemaw,Bloodfang Gloves,Hatebreeder,T2,Loot Council,1186
7/18/2020,BWL,Firemaw,Firemaw's Clutch,Clarota,,Loot Council,1187
7/18/2020,BWL,Ebonroc,Dragonstalker's Gauntlets,Kaypossible,T2,Loot Council,1188
7/18/2020,BWL,Ebonroc,Ebony Flame Gloves,Vodkas,,Roll,1189
7/18/2020,BWL,Flamegor,Stormrage Handguards,,T2,DE,1190
7/18/2020,BWL,Flamegor,Dragon's Touch,Parnok,,Loot Council,1191
7/18/2020,BWL,Chromaggus,Bloodfang Spaulders,Hatebreeder,T2,Loot Council,1192
7/18/2020,BWL,Chromaggus,Pauldrons of Transcendence,,T2,DE,1193
7/18/2020,BWL,Chromaggus,Primalist's Linked Waistguard,,,DE,1194
7/18/2020,BWL,Chromaggus,Chromatically Tempered Sword,Ferv,Big Loot,Loot Council,1195
7/18/2020,BWL,Nefarian,Robes of Transcendence,Suthernheals,T2,Loot Council,1196
7/18/2020,BWL,Nefarian,Robes of Transcendence,Stokington,T2,Loot Council,1197
7/18/2020,BWL,Nefarian,Crul'shorukh,Bwcstroker,Big Loot,Loot Council,1198
7/18/2020,BWL,Nefarian,Ashkandi,Blakepackers,Big Loot,Loot Council,1199
7/18/2020,BWL,Nefarian,Head of Nefarian,Kickin,,Loot Council,1200
7/18/2020,BWL,Trash,Band of Dark Dominion,Angrysnape,Big Loot,Loot Council,1201
7/18/2020,BWL,Trash,Ringo's Blizzard Boots,Aoegrinder,,Loot Council,1202
7/18/2020,MC,Lucifron,Arcanist Boots,Parnot,T1,Roll,1203
7/18/2020,MC,Lucifron,Flamewaker Legplates,Swampletics,,Roll,1204
7/18/2020,MC,Magmadar,Legplates of Might,Colere,T1,Loot Council,1205
7/18/2020,MC,Magmadar,Nightslayer Pants,Sneekyshak,T1,Loot Council,1206
7/18/2020,MC,Magmadar,Flameguard Gauntlets,Orlin,,Loot Council,1207
7/18/2020,MC,Gehennas,Gloves of Prophecy,,T1,DE,1208
7/18/2020,MC,Gehennas,Sabatons of Might,Colere,T1,Loot Council,1209
7/18/2020,MC,Garr,Helm of Might,Colere,T1,Roll,1210
7/18/2020,MC,Garr,Circlet of Prophecy,,T1,DE,1211
7/18/2020,MC,Garr,Mana Igniting Cord,Carstiendook,Big Loot,Loot Council,1212
7/18/2020,MC,Baron Geddon,Cenarion Spaulders,,T1,DE,1213
7/18/2020,MC,Baron Geddon,Seal of the Archmagus,Dtmhhc,,Roll,1214
7/18/2020,MC,Shazzrah,Boots of Prophecy,,T1,DE,1215
7/18/2020,MC,Shazzrah,Giantstalker's Gloves,Nuz,,Loot Council,1216
7/18/2020,MC,Sulfuron,Mantle of Prophecy,,,DE,1217
7/18/2020,MC,Sulfuron,Helm of the Lifegiver,Maulzy,,Loot Council,1218
7/18/2020,MC,Golemagg,Felheart Robes,,T1,DE,1219
7/18/2020,MC,Golemagg,Cenarion Vestments,,T1,DE,1220
7/18/2020,MC,Golemagg,Staff of Dominance,Carstiendook,,Loot Council,1221
7/18/2020,MC,Majordomo,Gloves of Hypnotic Flame,,,DE,1222
7/18/2020,MC,Majordomo,Wild Growth Spaulders,Mnite,Big Loot,Loot Council,1223
7/18/2020,MC,Majordomo,Ancient Petrified Leaf,,,DE,1224
7/18/2020,MC,Ragnaros,Legplates of Ten Storms,,T2,DE,1225
7/18/2020,MC,Ragnaros,Dragonstalker's Legguards,Nuz,T2,Loot Council,1226
7/18/2020,MC,Ragnaros,Band of Sulfuras,Parnot,,Roll,1227
7/18/2020,MC,Ragnaros,Band of Accuria,Jmills,Big Loot,Loot Council,1228
7/18/2020,MC,Trash,Felheart Bracers,,,Guild Bank,1230
7/18/2020,MC,Trash,Giantstalker's Belt,,,Guild Bank,1231
7/18/2020,MC,Trash,Giantstalker's Belt,,,Guild Bank,1232
7/18/2020,Onyxia,Onyxia,Netherwind Crown,Parnot,T2,Loot Council,1233
7/18/2020,Onyxia,Onyxia,Netherwind Crown,Snippers,T2,Loot Council,1234
7/18/2020,Onyxia,Onyxia,Eshkandar's Collar,Wazn,,Roll,1235
7/18/2020,Onyxia,Onyxia,Head of Onyxia,Kreation,,Roll,1236
7/25/2020,BWL,Razorgore,Bracers of Ten Storms,Mapel,T2,Loot Council,1237
7/25/2020,BWL,Razorgore,Dragonstalker's Bracers,,T2,DE,1238
7/25/2020,BWL,Razorgore,Mantle of the Blackwing Cabal,Carstiendook,Big Loot,Loot Council,1239
7/25/2020,BWL,Vaelastraz,Dragonstalker's Belt,,T2,DE,1240
7/25/2020,BWL,Vaelastraz,Waistband of Wrath,Bmurda,T2,Roll,1241
7/25/2020,BWL,Vaelastraz,Mind Quickening Gem,Wasian,Big Loot,Loot Council,1242
7/25/2020,BWL,Broodlord,Nemesis Boots,,T2,DE,1243
7/25/2020,BWL,Broodlord,Stormrage Boots,,T2,DE,1244
7/25/2020,BWL,Broodlord,Venomous Totem,Ferv,,Roll,1245
7/25/2020,BWL,Firemaw,Ring of Blackrock,Mapel,,Loot Council,1246
7/25/2020,BWL,Firemaw,Natural Alignment Crystal,Nidria,,Roll,1247
7/25/2020,BWL,Ebonroc,Malfurion's Blessed Bulwark,Tombrocow,Big Loot,Loot Council,1248
7/25/2020,BWL,Ebonroc,Stormrage Handguards,,T2,DE,1249
7/25/2020,BWL,Flamegor,Emberweave Leggings,Zquirlz,,Roll,1250
7/25/2020,BWL,Flamegor,Bloodfang Gloves,Sneekyshak,T2,Loot Council,1251
7/25/2020,BWL,Chromaggus,Dragonstalker's Spaulders,Nuz,T2,Loot Council,1252
7/25/2020,BWL,Chromaggus,Epaulets of Ten Storms,Mapel,T2,Loot Council,1253
7/25/2020,BWL,Chromaggus,Empowered Leggings,Vodkas,Big Loot,Loot Council,1254
7/25/2020,BWL,Chromaggus,Ashjre'thul,Ffxivsux,Big Loot,Loot Council,1255
7/25/2020,BWL,Nefarian,Breastplate of Ten Storms,Nidria,T2,Loot Council,1256
7/25/2020,BWL,Nefarian,Nemesis Robes,,T2,DE,1257
7/25/2020,BWL,Nefarian,Archimitros' Ring of Reckoning,Orlin,,Roll,1258
7/25/2020,BWL,Nefarian,Pure Elementium Band,Xestius,Big Loot,Loot Council,1259
7/25/2020,BWL,Nefarian,Head of Nefarian,Blakepackers,,Roll,1260
7/25/2020,MC,Lucifron,Felheart Gloves,,T1,DE,1261
7/25/2020,MC,Lucifron,Arcanist Boots,Tookningo,T1,Loot Council,1262
7/25/2020,MC,Magmadar,Cenarion Leggings,,T1,DE,1263
7/25/2020,MC,Magmadar,Pants of Prophecy,Scartissue,T1,Loot Council,1264
7/25/2020,MC,Magmadar,Earthshaker,Whitekong,,Roll,1265
7/25/2020,MC,Gehennas,Sabatons of Might,Orlin,T1,Roll,1266
7/25/2020,MC,Gehennas,Earthfury Gauntlets,,T1,DE,1267
7/25/2020,MC,Garr,Felheart Horns,,T1,DE,1268
7/25/2020,MC,Garr,Drillborer Disk,Kickin,,Roll,1269
7/25/2020,MC,Garr,Quick Strike Ring,Wazn,,Loot Council,1270
7/25/2020,MC,Baron Geddon,Cenarion Spaulders,,T1,DE,1271
7/25/2020,MC,Baron Geddon,Seal of the Archmagus,Kuvu,,Loot Council,1272
7/25/2020,MC,Shazzrah,Cenarion Gloves,,T1,DE,1273
7/25/2020,MC,Shazzrah,Wristguards of Stability,Tombrocow,,Loot Council,1274
7/25/2020,MC,Sulfuron,Giantstalker's Epaulets,,T1,DE,1275
7/25/2020,MC,Sulfuron,Wristguards of Stability,Kickin,,Loot Council,1276
7/25/2020,MC,Golemagg,Cenarion Vestments,,T1,DE,1277
7/25/2020,MC,Golemagg,Robes of Prophecy,,T1,DE,1278
7/25/2020,MC,Golemagg,Blastershot Launcher,Colere,,Loot Council,1279
7/25/2020,MC,Majordomo,Core Hound Tooth,Bmurda,,Roll,1280
7/25/2020,MC,Majordomo,Wild Growth Spaulders,Nidria,Big Loot,Loot Council,1281
7/25/2020,MC,Majordomo,The Eye of Shadow,,,DE,1282
7/25/2020,MC,Ragnaros,Leggings of Transcendence,Scartissue,T2,Loot Council,1283
7/25/2020,MC,Ragnaros,Leggings of Transcendence,,T2,DE,1284
7/25/2020,MC,Ragnaros,Malistar's Defender,Mapel,,Loot Council,1285
7/25/2020,MC,Ragnaros,Choker of the Fire Lord,Scartissue,Big Loot,Loot Council,1286
7/25/2020,Onyxia,Onyxia,Dragonstalker's Helmet,,T2,DE,1287
7/25/2020,Onyxia,Onyxia,Nemesis Skullcap,,T2,DE,1288
7/25/2020,Onyxia,Onyxia,Ring of Binding,Colere,,Roll,1289
7/25/2020,Onyxia,Onyxia,Head of Onyxia,Colere,,Roll,1290
8/1/2020,BWL,Razorgore,Bracers of Ten Storms,,T2,DE,1291
8/1/2020,BWL,Razorgore,Stormrage Bracers,,T2,DE,1292
8/1/2020,BWL,Razorgore,The Black Book,,,DE,1293
8/1/2020,BWL,Vaelastraz,Netherwind Belt,Tookningo,T2,Roll,1294
8/1/2020,BWL,Vaelastraz,Stormrage Belt,,T2,DE,1295
8/1/2020,BWL,Vaelastraz,Helm of Endless Rage,Bwcstroker,,Roll,1296
8/1/2020,BWL,Broodlord,Stormrage Boots,,T2,DE,1297
8/1/2020,BWL,Broodlord,Greaves of Ten Storms,,T2,DE,1298
8/1/2020,BWL,Broodlord,Venomous Totem,,,DE,1299
8/1/2020,BWL,Firemaw,Bloodfang Gloves,,T2,DE,1300
8/1/2020,BWL,Firemaw,Black Ash Robe,,,DE,1301
8/1/2020,BWL,Ebonroc,Gauntlets of Ten Storms,Maulzy,T2,Loot Council,1302
8/1/2020,BWL,Ebonroc,Aegis of Preservation,,,Roll,1303
8/1/2020,BWL,Flamegor,Shadow Wing Focus Staff,Tookningo,,Loot Council,1304
8/1/2020,BWL,Flamegor,Styleen's Impending Scarab,Chadwell,,Roll,1305
8/1/2020,BWL,Chromaggus,Netherwind Mantle,Carstiendook,T2,Roll,1306
8/1/2020,BWL,Chromaggus,Pauldrons of Transcendence,,T2,DE,1307
8/1/2020,BWL,Chromaggus,Taut Dragonhide Gloves,,,DE,1308
8/1/2020,BWL,Chromaggus,Taut Dragonhide Shoulderpads,,,DE,1309
8/1/2020,BWL,Nefarian,Breastplate of Ten Storms,Maulzy,T2,Loot Council,1310
8/1/2020,BWL,Nefarian,Dragonstalker's Breastplate,Nuz,T2,Loot Council,1311
8/1/2020,BWL,Nefarian,Therazane's Link,,,DE,1312
8/1/2020,BWL,Nefarian,Cloak of the Brood Lord,Wasian,,Loot Council,1313
8/1/2020,BWL,Nefarian,Head of Nefarian,Sneekyshak,,Loot Council,1314
8/1/2020,MC,Lucifron,Felheart Gloves,,T1,DE,1315
8/1/2020,MC,Lucifron,Arcanist Boots,,T1,DE,1316
8/1/2020,MC,Magmadar,Eshkandar's Right Claw,,,DE,1317
8/1/2020,MC,Magmadar,Legplates of Might,,T1,DE,1318
8/1/2020,MC,Magmadar,Striker's Mark,Dylanger,,Loot Council,1319
8/1/2020,MC,Gehennas,Sabatons of Might,,T1,DE,1320
8/1/2020,MC,Gehennas,Nightslayer Gloves,Sneekyshak,T1,Loot Council,1321
8/1/2020,MC,Garr,Helm of Might,,T1,DE,1322
8/1/2020,MC,Garr,Circlet of Prophecy,Dtmhhc,T1,Loot Council,1323
8/1/2020,MC,Garr,Sabatons of the Flamewalker,,,DE,1324
8/1/2020,MC,Baron Geddon,Arcanist Mantle,,T1,DE,1325
8/1/2020,MC,Baron Geddon,Talisman of Ephemeral Power,Blaw,,Loot Council,1326
8/1/2020,MC,Shazzrah,Giantstalker's Gloves,,T1,DE,1327
8/1/2020,MC,Shazzrah,Salamander Scale Pants,Xestius,,Loot Council,1328
8/1/2020,MC,Sulfuron,Sorcerous Dagger,,,DE,1329
8/1/2020,MC,Sulfuron,Shadowstrike,,,DE,1330
8/1/2020,MC,Golemagg,Nightslayer Chestpiece,Sneekyshak,T1,Loot Council,1331
8/1/2020,MC,Golemagg,Giantstalker's Breastplate,,T1,DE,1332
8/1/2020,MC,Golemagg,Staff of Dominance,,,DE,1333
8/1/2020,MC,Majordomo,Fireguard Shoulders,Bwcstroker,,Roll,1334
8/1/2020,MC,Majordomo,Wristguards of the True Flight,Ppe,,Loot Council,1335
8/1/2020,MC,Majordomo,The Eye of Divinity,,,DE,1336
8/1/2020,MC,Ragnaros,Netherwind Pants,,T2,DE,1337
8/1/2020,MC,Ragnaros,Nemesis Leggings,,T2,DE,1338
8/1/2020,MC,Ragnaros,Cloak of the Shrouded Mists,Nuz,,Loot Council,1339
8/1/2020,MC,Ragnaros,Essence of the Pure Flame,Wazn,,Loot Council,1340
8/1/2020,MC,Trash,Felheart Belt,,T1,DE,1341
8/1/2020,MC,Trash,Girdle of Prophecy,Dtmhhc,T1,Loot Council,1342
8/1/2020,MC,Trash,Earthfury Bracers,,T1,DE,1343
8/1/2020,Onyxia,Onyxia,Netherwind Crown,,T2,DE,1344
8/1/2020,Onyxia,Onyxia,Bloodfang Hood,Sneekyshak,T2,Loot Council,1345
8/1/2020,Onyxia,Onyxia,Ring of Binding,Orlin,,Roll,1346
8/1/2020,Onyxia,Onyxia,Head of Onyxia,,,Roll,1347
8/8/2020,BWL,Razorgore,Bloodfang Bracers,Jmills,T2,Loot Council,1348
8/8/2020,BWL,Razorgore,Nemesis Bracers,,T2,DE,1349
8/8/2020,BWL,Razorgore,Arcane Infused Gem,,,DE,1350
8/8/2020,BWL,Vaelastraz,Nemesis Belt,,T2,DE,1351
8/8/2020,BWL,Vaelastraz,Netherwind Belt,,T2,DE,1352
8/8/2020,BWL,Vaelastraz,Pendant of the Fallen Dragon,Mapel,,Roll,1353
8/8/2020,BWL,Broodlord,Netherwind Boots,,T2,DE,1354
8/8/2020,BWL,Broodlord,Bloodfang Boots,Sneekyshak,T2,Loot Council,1355
8/8/2020,BWL,Broodlord,Bracers of Arcane Accuracy,Aoegrinder,,Loot Council,1356
8/8/2020,BWL,Firemaw,Gauntlets of Ten Storms,Mnite,T2,Loot Council,1357
8/8/2020,BWL,Firemaw,Cloak of Firemaw,Jmills,,Loot Council,1358
8/8/2020,BWL,Ebonroc,Handguards of Transcendence,,T2,DE,1359
8/8/2020,BWL,Ebonroc,Drake Fang Talisman,Dylanger,Big Loot,Loot Council,1360
8/8/2020,BWL,Flamegor,Bloodfang Gloves,,T2,DE,1361
8/8/2020,BWL,Flamegor,Dragon's Touch,Suthernheals,,Loot Council,1362
8/8/2020,BWL,Chromaggus,Pauldrons of Transcendence,,T2,DE,1363
8/8/2020,BWL,Chromaggus,Stormrage Pauldrons,,T2,DE,1364
8/8/2020,BWL,Chromaggus,Empowered Leggings,Atloy,Big Loot,Loot Council,1365
8/8/2020,BWL,Chromaggus,Claw of Chromaggus,Bankky,,Loot Council,1366
8/8/2020,BWL,Nefarian,Robes of Transcendence,Clarota,T2,Loot Council,1367
8/8/2020,BWL,Nefarian,Bloodfang Chestpiece,Sneekyshak,T2,Loot Council,1368
8/8/2020,BWL,Nefarian,Ashkandi,Kickin,Big Loot,Roll,1369
8/8/2020,BWL,Nefarian,Lok'amir,Xestius,Big Loot,Loot Council,1370
8/8/2020,BWL,Nefarian,Head of Nefarian,Bmurda,,Loot Council,1371
8/8/2020,BWL,Trash,Essence Gatherer,,,DE,1372
8/8/2020,BWL,Trash,Doom's Edge,Kickin,,Loot Council,1373
8/8/2020,BWL,Trash,Draconic Avenger,Xestius,,Roll,1374
8/8/2020,MC,Lucifron,Felheart Gloves,,,DE,1375
8/8/2020,MC,Lucifron,Arcanist Boots,,,DE,1376
8/8/2020,MC,Magmadar,Felheart Pants,,,DE,1377
8/8/2020,MC,Magmadar,Medallion of Steadfast Might,,,DE,1378
8/8/2020,MC,Magmadar,Aged Core Leather Gloves,Sneekyshak,,Roll,1379
8/8/2020,MC,Gehennas,Giantstalker's Boots,,,DE,1380
8/8/2020,MC,Gehennas,Nightslayer Gloves,,,DE,1381
8/8/2020,MC,Garr,Arcanist Crown,,,DE,1382
8/8/2020,MC,Garr,Sabatons of the Flamewalker,Xestius,,Roll,1383
8/8/2020,MC,Garr,Drillborer Disk,Chadwell,,Roll,1384
8/8/2020,MC,Baron Geddon,Arcanist Mantle,,,DE,1385
8/8/2020,MC,Baron Geddon,Aged Core Leather Gloves,Jmills,,Roll,1386
8/8/2020,MC,Shazzrah,Nightslayer Boots,,,DE,1387
8/8/2020,MC,Shazzrah,Giantstalker's Gloves,,,DE,1388
8/8/2020,MC,Sulfuron,Nightslayer Shoulder Pads,Sneekyshak,,Loot Council,1389
8/8/2020,MC,Sulfuron,Mantle of Prophecy,,,DE,1390
8/8/2020,MC,Golemagg,Cenarion Vestments,,,DE,1391
8/8/2020,MC,Golemagg,Arcanist Robes,,,DE,1392
8/8/2020,MC,Golemagg,Staff of Dominance,Clarota,,Roll,1393
8/8/2020,MC,Majordomo,Sash of Whispered Secrets,,,DE,1394
8/8/2020,MC,Majordomo,Fireproof Cloak,,,DE,1395
8/8/2020,MC,Majordomo,The Eye of Divinity,,,DE,1396
8/8/2020,MC,Ragnaros,Legplates of Transcendence,,T2,DE,1397
8/8/2020,MC,Ragnaros,Legplates of Ten Storms,,T2,DE,1398
8/8/2020,MC,Ragnaros,Band of Accuria,Orgeth,Big Loot,Loot Council,1399
8/8/2020,MC,Ragnaros,Perdition's Blade,Bmurda,Big Loot,Loot Council,1400
8/8/2020,MC,Trash,Belt of Might,,,DE,1401
8/8/2020,MC,Trash,Girdle of Prophecy,,,DE,1402
8/8/2020,MC,Trash,Bracers of Might,,,DE,1403
8/8/2020,MC,Trash,Felheart Bracers,,,DE,1404
8/8/2020,Onyxia,Onyxia,Nemesis Skullcap,,T2,DE,1405
8/8/2020,Onyxia,Onyxia,Helm of Wrath,,T2,DE,1406
8/8/2020,Onyxia,Onyxia,Ring of Binding,Ffxivsux,,Roll,1407
8/8/2020,Onyxia,Onyxia,Head of Onyxia,Clarence,,Roll,1408
8/15/2020,AQ,Prophet Skeram,Leggings of Immersion,Kreation,,Roll,1409
8/15/2020,AQ,Prophet Skeram,Beetrle Scaled Wristguards,Jmills,NR Gear,Loot Council,1410
8/15/2020,AQ,Trash,Garb of Royal Ascension,Angrysnape,SR Gear,Loot Council,1411
8/15/2020,AQ,Bug Trio,Angelista's Charm,Nidria,,Roll,1412
8/15/2020,AQ,Bug Trio,Robes of the Triumvirate,Orgeth,NR Gear,Loot Council,1413
8/15/2020,AQ,Battleguard Sartura,Scaled Leggings of Qiraji Fury,Mnite,,Roll,1414
8/15/2020,AQ,Battleguard Sartura,Gauntlets of Steadfast Determination,Chadwell,,Loot Council,1415
8/15/2020,AQ,Fankriss,Cloak of Untold Secrets,Bankky,SR Gear,Loot Council,1416
8/15/2020,AQ,Fankriss,Scaled Sand Reaver Leggings,Zquirlz,,Loot Council,1417
8/15/2020,AQ,Trash,Gloves of the Immortal,,,DE,1418
8/15/2020,AQ,Huhuran,Qiraji Bindings of Command,Zquirlz,T2.5,Loot Council,1419
8/15/2020,AQ,Huhuran,Qiraji Bindings of Dominance,Angrysnape,T2.5,Loot Council,1420
8/15/2020,AQ,Huhuran,Ring of the Martyr,Nidria,Big Loot,Loot Council,1421
8/16/2020,BWL,Razorgore,Netherwind Bindings,,T2,DE,1422
8/16/2020,BWL,Razorgore,Bloodfang Bracers,Sneekyshak,T2,Loot Council,1423
8/16/2020,BWL,Razorgore,The Untamed Blade,Ppe,,Roll,1424
8/16/2020,BWL,Vaelastraz,Stormrage Belt,,T2,DE,1425
8/16/2020,BWL,Vaelastraz,Dragonstalker's Belt,,T2,DE,1426
8/16/2020,BWL,Vaelastraz,Helm of Endless Rage,Bmurda,,Roll,1427
8/16/2020,BWL,Broodlord,Greaves of Ten Storms,Mapel,T2,Loot Council,1428
8/16/2020,BWL,Broodlord,Netherwind Boots,,T2,DE,1429
8/16/2020,BWL,Broodlord,Lifegiving Gem,Wazn,,Loot Council,1430
8/16/2020,BWL,Firemaw,Natural Alignment Crystal,Mnite,,Roll,1431
8/16/2020,BWL,Firemaw,Ring of Blackrock,Maulzy,,Roll,1432
8/16/2020,BWL,Ebonroc,Aegis of Preservation,Parnok,,Roll,1433
8/16/2020,BWL,Ebonroc,Rejuvenating Gem,Mnite,Big Loot,Loot Council,1434
8/16/2020,BWL,Flamegor,Emberweave Leggings,,,DE,1435
8/16/2020,BWL,Flamegor,Ring of Blackrock,Parnok,,Roll,1436
8/16/2020,BWL,Chromaggus,Netherwind Mantle,Blaw,T2,Roll,1437
8/16/2020,BWL,Chromaggus,Epaulets of Ten Storms,,T2,DE,1438
8/16/2020,BWL,Chromaggus,Primalist's Linked Waistguard,,,DE,1439
8/16/2020,BWL,Chromaggus,Empowered Leggings,Stokington,Big Loot,Loot Council,1440
8/16/2020,BWL,Nefarian,Breastplate of Wrath,Kickin,,Loot Council,1441
8/16/2020,BWL,Nefarian,Breastplate of Wrath,Frotro,,Loot Council,1442
8/16/2020,BWL,Nefarian,Cloak of the Brood Lord,Carstiendook,,Loot Council,1443
8/16/2020,BWL,Nefarian,Pure Elementium Band,Parnok,Big Loot,Loot Council,1444
8/16/2020,BWL,Nefarian,Head of Nefarian,Wazn,,Loot Council,1445
8/16/2020,MC,Baron Geddon,Deep Earth Spaulders,,,DE,1446
8/16/2020,MC,Baron Geddon,Felheart Shoulder Pads,,,DE,1447
8/16/2020,MC,Garr,Deep Earth Spaulders,,,DE,1448
8/16/2020,MC,Garr,Cenarion Helm,,T1,DE,1449
8/16/2020,MC,Garr,Felheart Horns,,T1,DE,1450
8/22/2020,AQ,Prophet Skeram,Amulet of Foul Warding,Tactless,NR Gear,Loot Council,1451
8/22/2020,AQ,Prophet Skeram,Breastplate of Annihilation,Chadwell,Big Loot,Loot Council,1452
8/22/2020,AQ,Bug Trio,Gloves of Ebru,Kreation,,Roll,1453
8/22/2020,AQ,Bug Trio,Guise of the Devourer,Drukong,,Roll,1454
